MLA-C01 • DOMAIN 1,THUẬT NGỮ & KEYWORD,Collect/Store + Transform + Validate Data; Domain 1.,,,,,,,,,,,,,
210 mục • 16 cột,197 mục theo chủ đề Skill Builder,"1.1 Collect, ingest & store data",,,,,,,,,,,,,
Đọc cột B: keyword cần nhớ,13 mục bổ sung Domain 1,1.2 Transform & feature engineering,,,,,,,,,,,,,
Đối chiếu: 14/09/2026,Nguồn: cột O • Ví dụ tự xây dựng,1.3 Data integrity & preparation,,,,,,,,,,,,,
Key / Thuật ngữ,Keyword cần nhớ,Nghĩa tiếng Việt,Definition (EN),Định nghĩa (VI),Cơ chế / Giải thích chi tiết,Ví dụ / Công thức,Vai trò / Khi áp dụng,Điểm dễ nhầm / Điều kiện,Dịch vụ liên quan,Domain,Task,Nhóm chủ đề,Phạm vi nguồn,Nguồn tham khảo,Ngày đối chiếu
One-hot encoding,"• One indicator per category
• Nominal categories
• Sparse output",Mã hóa one-hot,Categories are mapped to separate indicator columns.,Mỗi hạng mục trở thành một cột chỉ báo.,"Tạo cột nhị phân cho từng category, tránh áp đặt thứ tự giả lên biến nominal. Số chiều tăng theo số category; sparse representation có thể giảm bộ nhớ. Chỉ fit vocabulary trên train và áp dụng cùng schema cho validation/test/inference.","Màu {đỏ, xanh, vàng} → color_red, color_blue, color_yellow; mỗi dòng bật cột tương ứng.","Phù hợp category không có thứ tự, nhất là mô hình tuyến tính hoặc thuật toán nhạy với khoảng cách số.","High cardinality có thể tạo ma trận rất rộng. Category chưa gặp cần chính sách rõ; drop một cột phụ thuộc mô hình, regularization và yêu cầu tránh đa cộng tuyến.",Data Wrangler,Domain 1,1.2,Encoding,Skill Builder,"https://scikit-learn.org/stable/modules/preprocessing.html
https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM",14/09/2026
Ordinal / label encoding,"• Category → integer
• Meaningful order
• Feature vs target",Mã hóa thứ tự / nhãn,Categories or labels are mapped to integer codes.,Ánh xạ hạng mục hoặc nhãn sang số nguyên.,Ordinal encoding đổi category đầu vào thành số theo một thứ tự xác định. Chỉ nên coi khoảng cách/thứ tự số là có ý nghĩa khi bài toán hỗ trợ; label encoding thường dùng mã hóa nhãn y và không mặc định phù hợp mọi feature nominal.,"Mức độ {low, medium, high} → {0,1,2} có thứ tự; quốc gia {VN, US, JP} → {0,1,2} không tạo quan hệ thứ bậc thật.",Phù hợp biến ordinal và các thuật toán/triển khai xử lý category theo cách tương thích. Giữ mapping ổn định khi triển khai.,"Model có thể hiểu 2 lớn hơn 1 hoặc khoảng cách bằng nhau. Không dùng mã số tùy ý cho nominal chỉ vì định dạng đầu vào yêu cầu numeric.

Trong bài, “label encoding” được dùng theo nghĩa rộng là category→integer. Trong scikit-learn, LabelEncoder dành cho target y, còn OrdinalEncoder dành cho feature X; cần phân biệt tên khái niệm và API.",Data Wrangler,Domain 1,1.2,Encoding,Skill Builder,"https://docs.aws.amazon.com/sagemaker/latest/dg/data-wrangler-transform.html
https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM",14/09/2026
Binning,"• Continuous → intervals
• Reduce detail
• Boundary choice",Chia khoảng,Continuous values are grouped into intervals.,Gom giá trị liên tục vào các khoảng.,"Chuyển biến số liên tục thành các khoảng. Có thể dùng khoảng đều về độ rộng, theo quantile hoặc theo ngưỡng nghiệp vụ. Binning giảm độ chi tiết và đôi khi giảm nhạy với nhiễu; các ngưỡng học từ dữ liệu phải được xác định chỉ trên train.","Tuổi chia thành <18, 18–35, 36–60, >60; hoặc chi tiêu chia theo các quantile của tập train.",Dùng khi quan hệ phi tuyến dễ biểu diễn theo nhóm hoặc cần quy tắc dễ giải thích.,Binning làm mất thông tin trong mỗi khoảng; quantile không đảm bảo khoảng có cùng độ rộng. Cần quy định biên đóng/mở và xử lý giá trị ngoài phạm vi.,Data Wrangler,Domain 1,1.2,Feature engineering,Skill Builder,"https://docs.aws.amazon.com/sagemaker/latest/dg/data-wrangler-transform.html
https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM",14/09/2026
Dimensionality reduction,"• Fewer dimensions
• New representation
• Information trade-off",Giảm số chiều,Data is represented with fewer dimensions.,Biểu diễn dữ liệu bằng ít chiều hơn.,"Biến đổi dữ liệu nhiều chiều thành biểu diễn ít chiều hơn. PCA tìm các hướng tuyến tính có phương sai lớn; đây là tạo đặc trưng mới, khác chọn giữ một tập cột gốc. Fit transform trên train rồi dùng cùng phép chiếu cho các tập khác.",Giảm 200 feature tương quan thành một số principal components và chọn số chiều qua validation cùng tỷ lệ phương sai giữ lại.,"Dùng để giảm chi phí tính toán, đa cộng tuyến, nhiễu hoặc phục vụ trực quan hóa. Scaling trước PCA thường quan trọng khi đơn vị các feature khác nhau.",Phương sai lớn không luôn là tín hiệu dự đoán nhãn. Giảm chiều có thể mất khả năng giải thích; không fit PCA trên toàn bộ train+test.,SageMaker PCA,Domain 1,1.2,Feature engineering,Skill Builder,"https://scikit-learn.org/stable/modules/decomposition.html
https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM",14/09/2026
Feature selection,"• Keep original features
• Relevance / redundancy
• Train-only fitting",Chọn đặc trưng,A subset of existing features is retained.,Chọn giữ lại một phần đặc trưng hiện có.,"Chọn một tập con các feature gốc bằng kiểm định thống kê, phương pháp wrapper hoặc thông tin từ model. Mục tiêu giảm feature không liên quan, dư thừa hoặc gây overfitting; lựa chọn phải nằm trong quy trình validation để tránh lạc quan giả.","Loại cột hằng, lọc feature trùng, sau đó dùng lựa chọn dựa trên model trong từng fold cross-validation.","Dùng khi cần pipeline gọn, giảm chi phí thu thập/serving hoặc tăng khả năng giải thích mà vẫn giữ nghĩa cột gốc.",Không chọn feature bằng tương quan với nhãn của test set. Feature importance có thể thiên lệch hoặc chia sẻ giữa các cột tương quan; không xem importance là quan hệ nhân quả.,Processing,Domain 1,1.2,Feature engineering,Skill Builder,"https://scikit-learn.org/stable/modules/feature_selection.html
https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM",14/09/2026
Feature splitting,"• Extract components
• Structured signals
• Preserve meaning",Tách đặc trưng,One field is decomposed into useful components.,Tách một trường thành các thành phần hữu ích.,"Tách một feature phức hợp thành các thành phần có ích cho mô hình. Phải dùng parser đáng tin cậy, quản lý dữ liệu thiếu và giữ quy tắc giống nhau ở training/inference. Có thể cần biến đổi thêm cho cấu trúc tuần hoàn.","Timestamp → giờ, ngày trong tuần, tháng; chuỗi mã sản phẩm → nhóm và phiên bản nếu cấu trúc mã ổn định.",Dùng khi một trường chứa nhiều yếu tố dự báo nhưng mô hình khó tự khai thác biểu diễn thô.,Tách ngày tháng sai timezone gây lệch ý nghĩa. Tháng 12 và tháng 1 gần nhau theo chu kỳ; encoding số nguyên đơn thuần không biểu diễn quan hệ đó.,Data Wrangler,Domain 1,1.2,Feature engineering,Skill Builder,"https://docs.aws.amazon.com/sagemaker/latest/dg/data-wrangler-transform.html
https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM",14/09/2026
Log transformation,"• Compress large values
• Right-skew reduction
• Domain constraints",Biến đổi log,A logarithm compresses the scale of positive values.,Dùng log để giảm chênh lệch độ lớn của giá trị dương.,Dùng log để nén các giá trị lớn và có thể làm phân phối lệch phải bớt lệch. log1p(x) = log(1+x) thường phù hợp dữ liệu không âm có số 0. Việc biến đổi phải nhất quán và chỉ thực hiện khi hợp lý với miền dữ liệu.,"Chi tiêu {0,10,1000} biến đổi bằng log1p để giảm ảnh hưởng chênh lệch nhiều bậc độ lớn.",Cân nhắc với feature dương có đuôi dài hoặc quan hệ mang tính nhân. Kiểm tra bằng EDA và validation thay vì áp dụng tự động.,Log không xác định cho đầu vào không hợp lệ theo biến thể dùng. Không âm thầm cộng hằng để che dữ liệu lỗi; biến đổi target cần inverse transform khi diễn giải dự đoán.,Processing,Domain 1,1.2,Feature engineering,Skill Builder,"https://docs.aws.amazon.com/sagemaker/latest/dg/data-wrangler-transform.html
https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM",14/09/2026
Min-max scaling,"• Normalization in this course
• Min–max → target range
• Sensitive to outliers
• Fit on train",Co giãn theo min-max,Values are rescaled using the training minimum and maximum.,Co giãn giá trị theo min và max của tập train.,"Đưa giá trị về khoảng theo min và max của train: x′ = (x−min_train)/(max_train−min_train) cho khoảng [0,1]. Có thể chọn khoảng khác; giá trị mới vượt biên train có thể nằm ngoài [0,1] nếu không bật clipping.","Nếu min_train=10, max_train=30, x=20 → 0,5; x=40 ở inference → 1,5 khi không clip.",Phù hợp thuật toán cần các feature có phạm vi tương đương hoặc input range nhất định.,Outlier làm phần lớn dữ liệu bị ép vào vùng hẹp. Không tính min/max lại trên test hoặc từng request; cột hằng cần cách xử lý của transformer.,Data Wrangler,Domain 1,1.2,Feature engineering,Skill Builder,"https://scikit-learn.org/stable/modules/preprocessing.html
https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM",14/09/2026
Standardization,"• Zero mean
• Standard deviation = 1
• Unit variance
• z-score",Chuẩn hóa z-score,A feature is centered and scaled using its mean and standard deviation.,"Biến đổi x thành (x−mean)/std, với thống kê lấy từ train.",Chuẩn hóa theo thống kê train: z = (x−μ_train)/σ_train. Giúp các feature có thang đo tương đương; không làm dữ liệu tự trở thành phân phối chuẩn. Lưu scaler để tái sử dụng trong pipeline inference.,Feature thu nhập và tuổi được chuẩn hóa trước logistic regression hoặc PCA để đơn vị đo không chi phối tối ưu.,"Phù hợp mô hình tuyến tính có regularization, SVM, k-NN và nhiều phương pháp giảm chiều; tree-based models thường ít phụ thuộc scaling hơn.","Mean/std nhạy với outlier. Không fit lại scaler trên validation/test; với sparse matrix, centering có thể phá sparsity và tăng bộ nhớ.",Data Wrangler,Domain 1,1.2,Feature engineering,Skill Builder,"https://scikit-learn.org/stable/modules/preprocessing.html
https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM",14/09/2026
Vector normalization,"• Per-sample scaling
• Unit norm
• L1 / L2",Chuẩn hóa vector,Each sample vector is scaled to a specified norm.,Co giãn từng vector mẫu về độ dài chuẩn đã chọn.,"Chuẩn hóa từng vector/mẫu để norm bằng 1, khác standardization từng feature theo toàn bộ tập train. L2 normalization chia vector cho căn tổng bình phương; giữ hướng nhưng bỏ thông tin độ lớn.","Vector [3,4] → [0,6;0,8] sau L2 normalization, có norm bằng 1.","Dùng khi hướng của vector quan trọng hơn độ lớn, chẳng hạn một số text embeddings hoặc phương pháp dựa trên cosine similarity.",Không tự chuẩn hóa embedding nếu model/index yêu cầu giữ norm. Cần xử lý vector 0; thuật ngữ normalization đôi khi được dùng rộng nên phải nêu rõ phép biến đổi.,Processing,Domain 1,1.2,Feature engineering,Bổ sung Domain 1,https://scikit-learn.org/stable/modules/preprocessing.html,14/09/2026
Feature group,"• Collection of features
• Record identifier
• Event time",Nhóm đặc trưng,"Related features share a schema, record identifier, and event time.","Tập feature liên quan có schema, khóa bản ghi và thời gian sự kiện.","Đơn vị tổ chức feature trong SageMaker Feature Store. Schema mô tả feature names/types; record identifier xác định thực thể, event time biểu diễn thời điểm sự kiện để quản lý bản ghi theo thời gian. Có thể bật online, offline hoặc cả hai theo nhu cầu.

Bài Transform Data khuyến khích nhóm theo entity như customer/product để nhiều model có thể tái sử dụng, thay vì tạo định nghĩa riêng cho từng model.","Feature group customer_activity gồm customer_id, event_time, clicks_5m, purchases_30d.",Dùng để chia sẻ đặc trưng có định nghĩa thống nhất giữa các nhóm và liên kết pipeline ingestion với training/inference.,"Một feature group không tự bảo đảm freshness, chất lượng hoặc point-in-time correctness. Cần thiết kế ID và event time đúng, cùng quy tắc cập nhật và truy vấn.",Feature Store,Domain 1,1.2,Feature Store,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://docs.aws.amazon.com/sagemaker/latest/dg/feature-store-create-feature-group.html
https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM",14/09/2026
Deduplication,"• Remove unintended duplicates
• Business key
• Idempotent ingestion",Loại bản ghi trùng,Duplicate observations are removed using defined identity rules.,Loại dữ liệu trùng theo quy tắc nhận diện đã chọn.,"Phát hiện và xử lý bản ghi trùng theo khóa nghiệp vụ, event ID hoặc tập trường đã định nghĩa. Cần phân biệt bản sao do retry với nhiều sự kiện giống nhau nhưng hợp lệ; có thể giữ bản ghi mới nhất theo event/update time.

Bài có cùng một survey response nhập từ web và mailer: chỉ tính một quan sát. Với corpus text, kiểm tra cả exact và near duplicates; chỉ hợp nhất khi xác định thật sự cùng nội dung, tránh xóa các khác biệt phiên bản có ý nghĩa.",Hai lần gửi cùng event_id do retry chỉ nên tạo một sự kiện; hai giao dịch thật cùng số tiền vẫn phải giữ cả hai.,"Dùng để tránh thống kê sai, overcount và train/test leakage do cùng quan sát xuất hiện nhiều lần.","Drop duplicates trên toàn bộ dòng có thể không bắt được bản sao khác timestamp ingestion. Ngược lại, chỉ theo customer_id có thể xóa lịch sử giao dịch hợp lệ.",AWS Glue,Domain 1,1.2,Làm sạch,Skill Builder,"https://aws.amazon.com/glue/
https://skillbuilder.aws/learn/W9E1MCC15B/aws-ml-engineer-associate--validate-data-and-prepare-for-modeling/815QR5D1ZA",14/09/2026
