MLA-C01 • DOMAIN 2,THUẬT NGỮ & KEYWORD,Choose • Train • Customize • Evaluate,,,,,,,,,,,,,
164 mục • 16 cột,Định nghĩa EN/VI + chi tiết,Task 2.1–2.3 • Mới: 2.3,,,,,,,,,,,,,
Keyword cần nhớ: cột B,Lợi ích / ví dụ / điều kiện,Analyze / Evaluate: +42 mục • mở rộng 13,,,,,,,,,,,,,
Đối chiếu: 15/09/2026,Nguồn: O • Có ghi phạm vi,Đã tổng hợp bốn module D2 theo nguồn đã mở.,,,,,,,,,,,,,
Key / Thuật ngữ,Keyword cần nhớ,Nghĩa tiếng Việt,Definition (EN),Định nghĩa (VI),Cơ chế / Giải thích chi tiết,Ví dụ / Công thức,Vai trò / Khi áp dụng,Điểm dễ nhầm / Điều kiện,Dịch vụ liên quan,Domain,Task,Nhóm chủ đề,Phạm vi nguồn,Nguồn tham khảo,Ngày đối chiếu
Underfitting during training,"• HIGH TRAIN AND VALIDATION ERROR
• INSUFFICIENT CAPACITY OR LEARNING",Thiếu khớp dữ liệu,Underfitting occurs when the model has not captured important patterns even in training data.,Mô hình chưa học được quy luật quan trọng ngay cả trên tập train.,"Nguyên nhân có thể là quá ít epoch, model quá đơn giản, regularization quá mạnh, features thiếu thông tin hoặc optimization không tốt. Cần phân biệt chưa hội tụ với hạn chế capacity.
Module Customize bổ sung domain-specific features, Cartesian/feature interactions và dữ liệu đại diện khi thiếu thông tin. Cân bằng regularization: quá mạnh cũng gây underfit.","Cả train và validation loss còn cao; loss train đang giảm → có thể train thêm, kiểm tra learning rate trước khi tăng model.
Walkthrough evaluation: logistic regression hội tụ nhưng recall fraud thấp khi quan hệ cần feature interactions. Điều tra threshold/features/capacity; đây không tự là lỗi gradient hay thiếu epochs.",Khi model yếu trên cả train lẫn validation.,"Tăng epochs không khắc phục mọi underfit; model quá đơn giản hoặc dữ liệu/label sai cần giải pháp khác. Không dùng test để chọn số epoch.
Thêm data không tự chữa được model không đủ capacity; feature crosses cần chọn có ý nghĩa để tránh bùng nổ số chiều.",Framework training loop; AMT,Domain 2,2.2,Training quality,Skill Builder,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/aws-certification/latest/machine-learning-engineer-associate-01/machine-learning-engineer-associate-01-domain2.html
https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD
https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ",15/09/2026
Training versus validation metrics,"• TRAIN FOR UPDATES
• VALIDATION FOR SELECTION
• TEST FOR FINAL CHECK","Vai trò metric train, validation và test","Training metrics monitor fitting, while validation metrics guide model selection and stopping.",Metric train theo dõi việc học; metric validation giúp chọn cấu hình và dừng training.,Optimizer cập nhật từ train loss. Validation được đánh giá riêng để đo khả năng tổng quát hóa trong quá trình chọn model; test giữ cho đánh giá sau khi quyết định cấu hình.,Minimize validation RMSE trong AMT thay vì chọn trial chỉ có train RMSE thấp nhất.,Thiết kế objective metric và early stopping cho model cần generalize.,"Validation không dùng để cập nhật weights theo cách supervised train thông thường. Được xem nhiều lần khi tune nên không còn là ước lượng cuối hoàn toàn độc lập.
Tuning threshold cũng là model selection nên dùng validation; không điều chỉnh theo test nhiều lần rồi vẫn gọi test estimate độc lập. Tỷ lệ split 80/10/10 của bài chỉ minh họa.",SageMaker AMT; framework validation loop,Domain 2,2.2,Training quality,Skill Builder,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-define-metrics-variables.html
https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ",15/09/2026
Early stopping (single training run),"• VALIDATION PLATEAU
• STOP WASTED EPOCHS
• BEST CHECKPOINT",Dừng sớm trong một lần huấn luyện,Early stopping ends a training run when a monitored metric stops improving under defined criteria.,Dừng một run khi metric theo dõi không còn cải thiện theo điều kiện đặt trước.,"Theo dõi validation metric sau epoch, chọn hướng min/max, mức cải thiện tối thiểu và patience. Lưu hoặc khôi phục weights tốt nhất để tránh lấy weights ở epoch đã overfit.",val_loss tốt nhất ở epoch 8; ba epoch sau không cải thiện → dừng theo patience và lấy checkpoint tốt nhất nếu đã cấu hình.,"Giảm compute lãng phí và giảm nguy cơ overfit khi training tiếp không còn giúp.
Module Customize đặt early stopping trong bộ biện pháp regularization chống học noise; đây vẫn là single-run stopping, phân biệt AMT median rule và Hyperband ở các mục riêng.",Không mặc định mọi framework tự restore best weights; ví dụ Keras cần cấu hình restore_best_weights nếu muốn hành vi đó. Khác cơ chế so sánh trial của AMT.,Keras EarlyStopping; custom training script,Domain 2,2.2,Training time reduction,Skill Builder,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://keras.io/api/callbacks/early_stopping/
https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD",15/09/2026
Patience and minimum improvement,"• WAIT FOR IMPROVEMENT
• MIN_DELTA
• AVOID PREMATURE STOPPING",Số epoch chờ và mức cải thiện tối thiểu,Patience controls how long stopping waits without sufficient metric improvement.,Patience quy định số epoch chờ khi metric không đạt mức cải thiện yêu cầu.,min_delta xác định cải thiện nhỏ bao nhiêu thì không được tính; patience giúp không dừng chỉ vì một epoch nhiễu. Có thể cần warm-up/start epoch trước khi giám sát.,"min_delta=0,001; val_loss giảm 0,0002 không được tính là cải thiện theo ngưỡng này.",Khi validation curve nhiễu và early stopping đang dừng quá sớm/quá muộn.,Đây là cấu hình callback trong từng run; không đồng nhất với AMT median rule hay Hyperband resource allocation. Hướng min/max phải đúng metric.,Keras EarlyStopping; custom callbacks,Domain 2,2.2,Early stopping • Bổ sung,Bổ sung Domain 2,https://keras.io/api/callbacks/early_stopping/,15/09/2026
AMT early stopping (median rule),"• TRIAL COMPARISON
• PER-EPOCH OBJECTIVE
• MEDIAN OF RUNNING AVERAGES",Dừng sớm trial kém trong AMT,AMT early stopping compares a trial's epoch objective with historical trial performance.,AMT so hiệu quả trial hiện tại với các trial trước ở cùng epoch để dừng run kém.,"Sau epoch, lấy objective của trial hiện tại; với từng trial trước, tính running average đến cùng epoch rồi lấy median của các running averages đó. Dừng nếu metric hiện tại tệ hơn mốc theo hướng min/max.","Minimize loss: current epoch loss 0,8, median historical running averages 0,5 → trial hiện tại kém mốc.",Giảm thời gian/chi phí tìm hyperparameters; cần metric được phát ra theo epoch và thuật toán hỗ trợ.,Không phải chỉ chờ validation của chính trial plateau. Bật AUTO trong API; khi dùng Hyperband phải OFF cơ chế này vì Hyperband có early stopping riêng.,SageMaker automatic model tuning,Domain 2,2.2,Training time reduction,Skill Builder,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-early-stopping.html
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-how-it-works.html",15/09/2026
Data parallelism,"• REPLICATE MODEL
• SHARD DATA
• SYNCHRONIZE GRADIENTS",Song song dữ liệu,Data parallelism trains replicas of a model on different data shards and synchronizes their updates.,"Nhân bản mô hình trên các thiết bị, chia batch dữ liệu và đồng bộ cập nhật.","Phù hợp khi đầy đủ trạng thái training của một replica và batch cục bộ vừa mỗi device nhưng dữ liệu nhiều. Trong synchronous training, workers tính gradient rồi tổng hợp trước update.","4 GPU, mỗi GPU batch 32 → global batch 128 nếu không gradient accumulation.",Tăng lượng dữ liệu xử lý song song và giảm thời gian cho mô hình vừa một GPU.,DDP thông thường vẫn cần một model replica trên mỗi GPU. Không chữa việc model quá lớn chỉ bằng chia dữ liệu; gradient synchronization có overhead.,SageMaker distributed data parallelism; PyTorch DDP,Domain 2,2.2,Distributed training,Skill Builder,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/distributed-training.html",15/09/2026
Model parallelism,"• PARTITION MODEL
• MODEL TOO LARGE
• MULTIPLE DEVICES",Song song mô hình,Model parallelism partitions model computation or state across multiple devices.,Chia tính toán/trạng thái mô hình lên nhiều thiết bị để xử lý model lớn.,"Dùng khi mô hình/trạng thái training không vừa một device; các kỹ thuật gồm tensor parallelism, pipeline parallelism và sharding tùy thư viện. Cách chia và lịch thực thi quyết định hiệu suất.",Một model nhiều tỷ parameters không vừa một GPU dù batch rất nhỏ → cần partition/shard hoặc cách giảm memory phù hợp.,Bottleneck là model memory; có thể kết hợp data parallelism cho dataset lớn.,"Không suy “có model parallelism” thì nhanh hơn tuyệt đối: giao tiếp và pipeline bubbles có thể tốn thời gian. Sharded data parallelism cũng giảm memory, nên cách chọn thực tế rộng hơn DDP thuần.",SageMaker model parallelism; PyTorch distributed,Domain 2,2.2,Distributed training,Skill Builder,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/distributed-training.html",15/09/2026
Global batch size,"• REPLICAS × LOCAL BATCH
• EFFECTIVE BATCH
• GRADIENT ACCUMULATION",Batch toàn cục,Global batch size counts examples contributing across replicas to an update.,Tổng số mẫu đóng góp từ các model replica cho một lần update.,"Data parallel đồng bộ không accumulation: global batch = số replica × per-replica batch. Nếu gom A micro-steps trước update thì effective batch thường nhân thêm A, với batch cục bộ bằng nhau.",8 GPU × 16 mẫu/GPU = 128; accumulation 4 → effective batch 512.,Tính steps/epoch và retune learning rate khi thay số GPU hoặc batch.,"Không dùng số instance thay số replica nếu mỗi instance có nhiều GPU. Sampler, batch cuối và accumulation có thể thay đổi phép tính thực tế.",Distributed training; PyTorch DDP,Domain 2,2.2,Distributed training • Bổ sung,Bổ sung Domain 2,https://docs.aws.amazon.com/sagemaker/latest/dg/distributed-training.html,15/09/2026
AllReduce / gradient synchronization,"• AGGREGATE GRADIENTS
• REPLICA CONSISTENCY
• COMMUNICATION OVERHEAD",Tổng hợp và đồng bộ gradient,AllReduce combines worker values and shares the aggregate across participating workers.,Phép giao tiếp tổng hợp gradient và phân phối kết quả cho các worker.,"Trong synchronous data parallel training, workers xử lý batch khác nhau rồi đồng bộ gradient để cập nhật replica nhất quán. Giao tiếp càng lớn càng có thể thành bottleneck.","Sơ đồ bài có 24 GPU workers trên ba node, AllReduce qua EFA và lưu một trained model vào S3.",Đọc sơ đồ distributed training và chẩn đoán scale-out không tăng tốc như kỳ vọng.,Không phải mỗi GPU train model độc lập rồi ensemble dự đoán. Nhiều GPU hơn có thể chậm nếu networking hoặc data loader không theo kịp.,Elastic Fabric Adapter; distributed libraries,Domain 2,2.2,Distributed training,Skill Builder,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/distributed-training.html",15/09/2026
Hybrid data and model parallelism,"• PARTITION LARGE MODEL
• REPLICATE PARTITIONS
• MASSIVE DATA",Kết hợp song song dữ liệu và mô hình,Hybrid parallelism combines partitioning a model with processing data across replicas.,Kết hợp chia model và phân tán dữ liệu cho model lẫn dataset đều lớn.,"Mỗi nhóm thiết bị phối hợp chạy một model đã partition; nhiều nhóm xử lý các batch khác nhau và đồng bộ theo chiến lược. Thiết kế phải cân bằng memory, compute và communication.",Model không vừa một GPU và dataset rất lớn → model parallel bên trong nhóm + data parallel giữa nhóm.,Khi cả giới hạn kích thước model và khối lượng dữ liệu đều đáng kể.,"Không là lựa chọn mặc định cho bài nhỏ; tăng phức tạp cấu hình và debug. Tính global batch theo số replica thực sự, không toàn bộ GPU một cách máy móc.",SageMaker distributed training,Domain 2,2.2,Distributed training,Skill Builder,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/distributed-training.html",15/09/2026
SageMaker training job,"• MANAGED COMPUTE
• CONTAINER + DATA + HYPERPARAMETERS
• S3 ARTIFACT",Tác vụ huấn luyện quản lý,A SageMaker training job runs training code or an algorithm on specified managed compute.,Tác vụ chạy thuật toán hoặc code training trên compute do SageMaker quản lý.,"Cấu hình image/code, input channels, hyperparameters, instance type/count, IAM execution role và output S3; submit job; dịch vụ cung cấp compute, chạy container và ghi artifact.",Built-in XGBoost + dữ liệu khách hàng + hyperparameters → training job → model artifact trong S3.,"Chạy training có thể lặp lại từ console, SDK hoặc API và tích hợp pipeline.",Training job không tự đồng nghĩa tạo endpoint phục vụ inference. Dataset phải tương thích thuật toán; phiên bản image và quyền truy cập vẫn do cấu hình quyết định.,SageMaker AI; ECR; S3; IAM,Domain 2,2.2,Managed training,Skill Builder,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/your-algorithms-training-algo-running-container.html
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-ex-tuning-job.html",15/09/2026
Ephemeral training compute,"• PROVISION FOR JOB
• TEAR DOWN AFTER TRAINING
• PERSIST OUTPUT",Compute tạm thời của training job,Ephemeral training compute is allocated for a job rather than kept as a permanent server.,Compute được tạo phục vụ job và giải phóng khi job kết thúc theo chế độ vận hành.,Workflow managed training thông thường không đòi duy trì cluster EC2 thủ công. Cần ghi model và outputs vào vị trí dịch vụ thu thập hoặc storage bền vững trước khi job kết thúc.,Training xong → artifact ở S3 vẫn còn; không dựa vào file tùy ý chỉ nằm trên máy training.,Giảm gánh vận hành và trả tiền cho tài nguyên training sử dụng.,Không suy rằng S3/artifact/logs tự xóa hoặc mọi chi phí đều bằng 0 sau training. Managed warm pools là tính năng riêng có thể giữ tài nguyên; không nhầm với quy trình mặc định của bài.,SageMaker training jobs; S3,Domain 2,2.2,Managed training,Skill Builder,https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ,15/09/2026
